,Customer,Country,State Code,State,Claim Amount,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Claim Reason,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Loss_Ratio,Loss_Ratio_Classified
3809,3140,0,2,2,257.0190941,0,1,2,57,1,0,69446,0,1,64,23,32,1,1,1,4,2,1,26.731452,2,2,0.12549760454101563,0
3810,4149,0,1,1,227.362059,0,1,3,8,0,0,0,1,0,73,14,1,4,1,1,3,3,3,801.0223679999999,2,3,3.1145487534246574,1
3811,3756,0,2,2,399.5358195,0,1,2,21,0,1,0,1,0,119,19,98,0,1,0,0,1,0,856.8,3,2,0.03425963123820957,0
3812,3070,0,2,2,728.2221435,0,2,3,34,1,0,50886,1,0,95,25,9,1,9,1,3,4,1,620.10464,1,2,0.8517218052631579,1
3813,7126,0,0,0,246.956901,0,1,3,11,1,0,55257,2,1,64,0,77,3,1,1,5,2,0,209.596158,1,2,0.05011300750811688,0
3814,6285,0,2,2,245.0625315,0,1,2,2,1,0,61883,0,0,62,11,62,0,1,1,3,4,3,18.077998,2,2,0.06375195928720083,0
3815,728,0,0,0,1085.6176380000002,0,2,2,23,1,1,37233,0,0,136,29,91,0,5,1,5,3,2,242.545602,3,1,0.08771958936651585,0
3816,589,0,3,3,907.5768214,1,1,4,18,1,1,37722,0,0,116,8,23,0,8,1,4,3,0,158.077504,5,2,0.3401712224137931,0
3817,8089,0,2,2,465.45823679999995,0,3,4,28,1,0,81883,2,1,114,15,40,0,1,1,5,1,1,376.002146,2,2,0.10207417473684209,0
3818,1367,0,0,0,1539.48718,0,3,3,14,1,1,35822,1,0,197,25,79,0,7,1,4,1,0,1404.868905,3,2,0.09891969286127354,0
3819,3523,0,0,0,942.1101961,0,2,3,29,0,0,23059,0,0,126,30,66,0,3,0,2,2,1,95.845811,5,2,0.11328886436988937,0
3820,5470,0,0,0,264.0515863,0,1,3,33,1,0,97666,0,0,66,16,60,0,1,1,5,1,1,136.27248,2,2,0.06667969351010102,0
3821,8830,0,3,3,850.9850887,1,1,4,24,0,1,26057,1,0,74,3,63,0,2,0,2,3,2,523.8888450000001,2,1,0.18253648406263406,0
3822,246,0,3,3,343.6134281,1,2,5,40,1,1,30817,0,0,88,25,43,0,1,0,2,1,1,91.83466800000001,2,2,0.09080693131606767,0
3823,6014,0,0,0,434.930875,1,1,2,32,1,0,75648,0,1,108,28,10,0,1,1,4,1,1,112.66091599999999,3,3,0.40271377314814816,0
3824,2107,0,0,0,967.2701942,0,2,1,46,0,1,0,1,0,96,5,27,0,2,0,2,3,0,1120.677126,2,2,0.3731752292438272,0
3825,2628,0,3,3,1526.6484460000001,0,2,1,58,0,0,25852,1,1,135,29,71,1,2,1,4,3,0,648.0,5,2,0.15927474658320293,0
3826,522,0,3,3,755.0867469,0,1,5,12,0,1,0,0,1,68,32,15,1,2,1,3,1,2,100.212651,2,2,0.7402811244117646,1
3827,6675,0,1,1,993.9255085000001,0,2,3,6,0,1,13207,2,1,137,16,82,2,3,1,3,3,0,392.920864,3,2,0.08847476486558661,0
3828,7228,0,0,0,1496.237103,0,2,1,34,0,0,0,1,1,82,9,58,0,2,1,3,4,0,393.6,2,2,0.3145998955004205,0
3829,4648,0,4,4,788.782202,0,2,1,8,1,1,32150,1,1,98,21,64,0,8,1,5,3,2,470.4,1,2,0.12576246843112246,0
3830,1773,0,0,0,289.43274130000003,0,1,2,57,1,1,52674,0,1,73,8,49,0,1,1,3,1,2,166.5492,1,3,0.08091494025719878,0
3831,1936,0,2,2,439.77812069999993,0,1,2,48,1,1,91653,2,0,111,10,25,0,1,0,2,1,0,343.98412,3,2,0.15847860205405404,0
3832,1353,0,3,3,578.1015999,0,1,1,19,1,0,69512,2,1,72,3,62,0,5,1,4,1,1,196.977247,1,2,0.12950304657258063,0
3833,2824,0,2,2,772.0155884999999,0,1,1,49,1,0,67332,1,1,192,3,10,0,1,1,4,4,1,921.6,6,2,0.40209145234374993,0
3834,3230,0,1,1,304.62489760000005,0,2,1,9,0,1,0,1,0,98,4,43,2,1,1,3,3,1,705.6,2,1,0.07228877494067396,0
3835,911,0,4,4,259.0321715,0,1,2,34,1,1,53304,0,1,65,14,82,0,1,1,5,2,1,116.322725,2,2,0.048598906472795494,0
3836,395,0,2,2,1015.530044,0,2,2,4,1,1,28754,1,0,89,9,17,0,2,0,0,1,3,427.2,2,2,0.6712029372108393,1
3837,1663,0,3,3,255.200081,0,1,1,7,1,0,50201,0,1,64,21,99,0,1,1,5,4,0,99.894584,1,2,0.04027779056186869,0
3838,2584,0,2,2,940.4447425000001,0,2,3,31,1,0,51593,2,1,80,5,91,2,2,1,4,3,0,202.905809,1,2,0.1291819701236264,0
3839,4498,0,0,0,567.8050167,1,2,3,10,0,0,0,1,1,76,8,44,0,3,1,3,1,0,364.8,2,1,0.1697981509270335,0
3840,7713,0,2,2,372.3114445,0,2,1,56,1,0,31974,2,1,92,25,77,0,1,1,5,1,1,388.135527,2,2,0.05255666918407679,0
3841,4503,0,0,0,841.7102804,0,1,3,17,1,1,31756,2,1,107,1,97,0,3,0,2,3,0,415.850776,3,2,0.08109743524424318,0
3842,7004,0,2,2,252.0028421,0,1,2,16,0,0,0,1,1,68,3,52,0,1,1,5,1,1,326.4,2,2,0.07126777208710408,0
3843,5442,0,4,4,818.6308757,0,1,3,12,0,0,20369,1,1,105,4,38,0,3,1,3,3,0,1126.65778,3,1,0.20517064553884712,0
3844,1865,0,1,1,422.9923123,0,2,2,15,0,1,0,1,0,126,15,45,0,1,1,3,4,0,907.2,3,1,0.07460181874779541,0
3845,4816,0,2,2,507.4246068,0,1,1,50,1,0,66933,2,1,63,8,1,0,6,1,3,3,0,160.52105,2,2,8.054358838095238,1
3846,8610,0,2,2,1298.152926,0,3,1,19,1,0,39843,1,1,109,5,97,1,2,1,4,3,0,523.2,2,1,0.1227799986758725,0
3847,4822,0,3,3,274.4172816,0,1,5,58,0,1,16686,0,1,71,9,32,0,1,1,4,3,0,125.510669,2,2,0.12078225422535212,0
3848,2969,0,0,0,1322.622345,0,1,3,14,0,0,0,1,0,190,2,78,1,4,2,8,3,2,1398.023248,6,2,0.08924577226720648,0
3849,5477,0,2,2,1317.843163,0,1,1,4,1,0,80237,1,1,108,4,71,0,2,1,5,3,1,776.601764,3,2,0.1718626973135107,0
3850,5388,0,2,2,879.3521302999999,0,1,1,11,1,1,72897,1,1,73,26,96,0,2,1,5,3,2,507.709291,1,2,0.1254783290953196,0
3851,4670,0,2,2,324.5332058,0,2,3,50,1,1,46435,2,1,82,13,20,0,1,0,2,1,1,350.325879,1,2,0.197886101097561,0
3852,3669,0,3,3,462.4622593,0,1,1,45,0,1,0,1,1,68,0,16,2,3,1,4,2,2,469.278843,2,3,0.42505722362132353,0
3853,168,0,0,0,437.24908550000004,0,1,1,31,0,0,23124,1,1,112,27,59,0,1,2,7,2,0,537.6,5,2,0.06616965579600485,0
3854,6861,0,3,3,909.0269181,0,2,1,0,1,1,45310,1,1,229,28,70,0,1,1,4,2,0,1550.375183,4,2,0.056707855152838424,0
3855,4926,0,0,0,1077.756762,0,2,2,1,1,1,53437,1,1,91,2,87,0,2,1,3,2,1,436.8,1,2,0.13613196438044714,0
3856,3945,0,1,1,500.72242980000004,0,1,2,17,0,0,0,1,0,73,24,69,1,3,1,4,3,0,655.791955,2,2,0.09940886039309113,0
3857,7285,0,3,3,586.712642,0,1,2,45,1,0,27880,2,1,74,4,9,0,5,1,5,1,2,199.44429399999999,2,3,0.8809499129129128,1
3858,1600,0,2,2,1491.453488,0,1,3,45,1,0,45963,1,1,63,3,73,2,2,1,4,3,0,302.4,2,2,0.3242995190258752,0
3859,8132,0,0,0,510.71630020000003,1,1,3,18,1,0,35625,2,1,65,10,56,1,3,1,5,1,0,288.572108,2,2,0.14030667587912088,0
3860,227,0,4,4,353.66474900000003,0,2,1,22,1,0,31727,1,0,92,1,95,0,1,1,5,2,0,495.750669,2,1,0.04046507425629291,0
3861,1667,0,3,3,283.9796453,0,1,1,17,1,0,53071,1,0,72,28,19,0,1,0,2,3,0,386.22589700000003,2,2,0.2075874600146199,0
3862,8110,0,2,2,293.9939038,0,1,1,49,1,1,97735,2,0,73,24,26,0,1,0,1,1,1,188.667196,2,2,0.1548966827186512,0
3863,5345,0,2,2,277.6629135,0,2,1,19,0,1,0,1,0,77,6,36,0,1,1,5,1,1,554.4,2,2,0.10016699621212122,0
3864,847,0,0,0,547.6527832,0,1,4,55,1,0,52218,0,1,68,11,85,0,8,0,2,1,2,33.781673,2,2,0.09474961647058824,0
3865,6989,0,2,2,326.51563480000004,1,2,3,18,1,0,25820,1,0,82,10,69,0,1,1,5,3,0,393.6,2,2,0.057708666454577597,0
3866,4601,0,2,2,806.6073765,0,1,1,51,0,0,17950,1,1,71,16,62,2,2,2,7,1,3,340.8,1,2,0.18323656894593365,0
3867,4090,0,3,3,364.48335539999994,1,2,1,6,1,0,82477,1,1,90,1,69,0,1,1,3,1,0,432.0,1,3,0.05869297188405796,0
3868,3286,0,3,3,661.1118163,0,2,2,22,0,0,0,1,0,95,15,37,0,3,1,5,3,1,564.302867,2,2,0.18808302028449503,0
3869,807,0,0,0,758.2113842,1,1,2,52,1,1,64801,2,1,64,23,19,0,2,1,5,1,3,268.471802,2,2,0.6235290988486842,1
3870,7946,0,1,1,260.781554,0,1,2,29,0,0,0,1,1,70,26,44,1,1,2,6,1,1,336.0,1,2,0.08466933571428573,0
3871,3450,0,3,3,712.4202899000001,0,2,5,14,1,0,61233,0,1,89,27,50,2,7,1,4,1,1,181.287697,2,2,0.16009444716853935,0
3872,264,0,4,4,943.5540892999999,0,2,3,17,0,0,0,1,0,129,13,19,0,8,0,2,3,2,628.366119,3,3,0.3849669886984904,0
3873,2278,0,3,3,825.62978,1,1,3,17,1,0,62902,0,1,69,14,94,0,2,1,5,1,3,159.383042,1,2,0.1272941381436941,0
3874,1063,0,3,3,509.1101225,0,1,1,30,1,1,20244,1,1,65,6,42,0,8,1,5,2,1,312.0,2,2,0.18648722435897436,0
3875,3737,0,2,2,588.1813596,0,1,1,26,1,0,86812,0,1,73,1,11,0,3,1,5,4,0,45.472477000000005,2,1,0.7324798998754669,1
3876,351,0,2,2,768.4887717,0,2,2,54,1,0,62192,0,0,98,30,28,0,5,2,8,2,0,243.292609,1,2,0.28006150572157434,0
3877,6494,0,0,0,1039.653186,0,2,2,40,1,0,34948,2,1,130,20,15,0,7,1,3,4,1,443.78643700000003,3,1,0.53315548,1
3878,6698,0,0,0,854.5608946000001,0,1,3,48,1,1,35456,2,1,109,14,58,0,6,1,3,2,0,505.082702,5,2,0.13517255529895605,0
3879,6774,0,0,0,440.8071476,0,1,2,52,1,1,80640,2,1,111,2,84,0,1,1,5,1,3,313.270725,3,2,0.047276613856713855,0
3880,4111,0,3,3,256.2843896,0,1,1,41,0,1,0,1,0,74,17,59,0,1,0,1,3,0,663.4237820000001,2,3,0.058700043426477326,0
3881,3528,0,0,0,1488.670602,0,1,1,33,1,1,91193,0,1,185,15,75,1,6,1,3,3,3,1.587888,4,2,0.10729157491891891,0
3882,1060,0,3,3,2433.851185,0,1,1,46,1,0,73692,0,1,67,1,10,0,2,1,3,1,1,24.843535,1,2,3.632613708955224,1
3883,6514,0,3,3,745.2998789,0,3,1,0,0,0,12195,1,0,101,29,35,0,7,1,5,3,1,670.581817,2,2,0.21083447776520509,0
3884,5140,0,1,1,398.1775889,0,1,3,33,1,0,52801,2,1,100,21,78,0,1,1,5,1,1,475.20088,3,1,0.05104840883333333,0
3885,2349,0,4,4,1606.006949,0,2,2,34,0,1,0,1,1,87,1,70,0,2,1,5,3,2,417.6,2,2,0.26371214269293924,0
3886,1324,0,2,2,511.13579869999995,0,1,1,21,0,0,0,1,0,72,6,13,2,7,1,5,3,1,594.6837519999999,2,2,0.5460852550213675,1
3887,497,0,3,3,743.9978924,0,1,3,17,0,0,0,1,0,108,2,94,0,5,1,4,1,0,518.4,3,2,0.07328584440504333,0
3888,8463,0,1,1,497.4801539,1,1,3,9,1,1,75644,1,0,65,5,68,3,9,0,2,1,1,467.803638,1,2,0.11255207101809955,0
3889,6152,0,2,2,1781.6682420000002,0,2,1,33,1,0,60192,1,1,220,17,87,0,7,1,5,2,0,1056.0,6,2,0.09308611504702195,0
3890,7298,0,0,0,623.8054416,0,2,3,25,0,0,0,0,1,90,25,63,2,7,1,5,2,2,134.44278300000002,2,2,0.1100185964021164,0
3891,4545,0,0,0,268.2912454,0,1,3,12,0,1,0,1,0,74,24,33,0,1,0,2,3,0,355.2,1,1,0.10986537485667484,0
3892,5194,0,2,2,283.7163399,0,1,2,36,1,1,29242,1,1,73,26,23,0,1,1,3,2,1,350.4,1,3,0.16897935670041692,0
3893,8866,0,0,0,411.8588554,1,3,3,20,1,0,69379,1,0,103,14,79,0,1,1,4,3,1,494.4,1,2,0.05061556536807177,0
3894,4215,0,0,0,247.24692090000002,1,1,2,12,1,0,63860,2,1,62,26,81,0,1,1,4,1,0,208.598246,2,2,0.049232760035842295,0
3895,2650,0,3,3,413.95331580000004,0,1,5,57,1,0,45281,0,1,104,13,84,1,1,1,4,3,1,65.03063,5,2,0.047384766002747256,0
3896,6193,0,3,3,410.04659560000005,0,3,3,12,1,0,51193,0,1,104,31,21,2,1,1,4,3,0,97.313649,1,2,0.18775027271062272,0
3897,4576,0,0,0,527.8201393999999,0,1,3,52,1,0,62074,0,0,67,24,22,0,4,0,2,1,0,49.435556,2,2,0.35808693310719125,0
3898,4558,0,2,2,805.6898119,0,1,3,42,1,0,64304,0,0,68,35,70,0,2,0,1,2,3,65.471028,1,2,0.16926256552521007,0
3899,7652,0,0,0,918.5025301000001,0,1,3,20,1,1,73795,2,1,116,1,77,1,3,1,5,3,0,501.716934,3,2,0.10283279557769817,0
3900,1929,0,0,0,1541.773444,0,2,2,57,1,0,84376,0,1,96,5,54,0,2,1,5,4,1,43.578516,2,2,0.2974100007716049,0
3901,2730,0,3,3,682.9413399,0,1,1,35,0,0,0,1,0,66,14,73,1,2,1,4,2,1,470.691875,1,2,0.14174789122042342,0
3902,5149,0,0,0,850.0909417000001,0,1,1,1,1,1,79153,1,1,106,12,5,0,7,2,6,4,2,508.8,3,2,1.6039451730188683,1
3903,7345,0,0,0,884.7444221000001,0,1,2,33,0,1,17950,2,1,118,34,24,0,4,1,4,3,0,425.489592,3,2,0.31240975356638423,0
3904,4957,0,3,3,284.0899849,0,2,2,51,0,0,0,1,0,80,3,99,1,1,1,5,3,1,962.526106,1,2,0.035869947588383834,0
3905,1069,0,0,0,1598.452739,0,1,3,56,0,1,0,1,0,69,19,74,0,2,1,5,4,1,331.2,1,1,0.31305380708969843,0
3906,7577,0,0,0,1854.2300739999998,0,1,2,30,0,0,0,1,1,72,30,48,0,2,0,1,4,0,622.992063,2,1,0.5365249056712963,1
3907,4306,0,3,3,260.9829612,0,1,2,4,1,0,58139,0,1,65,29,77,1,1,0,2,4,0,33.171413,2,2,0.05214444779220779,0
3908,0,0,2,2,790.1744238,0,1,1,42,0,1,0,1,0,113,35,83,0,5,1,5,3,2,1258.327804,3,2,0.08424932549312293,0
3909,1302,0,2,2,1799.586532,0,2,1,9,1,0,80991,2,1,223,5,56,0,4,1,5,4,1,937.327881,4,2,0.14410526361306855,0
3910,7049,0,2,2,502.1686245,0,2,2,20,1,0,69678,0,0,126,21,39,0,1,1,4,2,0,306.818754,5,1,0.10219141727716728,0
3911,6357,0,3,3,465.48410889999997,0,1,3,7,0,1,0,1,0,67,33,19,0,4,1,4,3,2,577.385463,1,3,0.36565915860172815,0
3912,8472,0,3,3,271.9506996,1,1,2,16,0,0,14030,1,1,72,11,3,0,1,1,5,1,1,345.6,1,3,1.2590310166666667,1
3913,6466,0,0,0,472.68693269999994,1,2,3,1,0,0,13037,1,1,124,28,49,0,1,1,3,1,0,839.348464,3,1,0.07779574270901908,0
3914,70,0,2,2,859.5726399,0,1,2,12,1,1,76763,0,0,108,12,87,0,8,1,5,1,3,186.459607,3,1,0.09148282672413793,0
3915,3749,0,1,1,1562.628021,0,2,1,32,1,0,50461,1,0,131,22,89,0,2,1,5,3,0,810.06514,5,3,0.13402761995025303,0
3916,4907,0,2,2,279.7674845,0,1,1,56,1,1,69604,0,1,70,10,50,0,1,0,2,4,0,112.33660400000001,2,2,0.07993356700000001,0
3917,331,0,2,2,534.4989624,0,1,4,33,1,1,22908,1,1,68,30,19,0,7,1,4,2,2,387.774781,2,1,0.41369888730650156,0
3918,7979,0,2,2,1755.7540510000001,0,3,2,37,1,0,68273,0,0,146,23,93,0,2,1,3,1,2,76.475359,5,2,0.12930873847400207,0
3919,8373,0,2,2,459.5524548,0,1,2,17,1,1,95550,2,0,116,15,75,1,1,1,5,3,0,381.57026099999996,3,2,0.05282212124137931,0
3920,4148,0,4,4,579.4104234,0,1,3,50,1,1,88370,1,0,74,0,16,1,9,1,3,3,0,355.2,2,1,0.4893669116554054,0
3921,467,0,0,0,533.2462694,1,1,5,45,1,0,68931,2,1,66,32,30,0,7,0,1,1,1,309.577946,2,2,0.2693162976767677,0
3922,136,0,0,0,668.0146801,0,2,3,26,1,0,24432,0,1,87,19,44,3,6,0,1,1,1,71.10847,1,2,0.1745074921891327,0
3923,8621,0,0,0,791.0866718,0,1,2,3,1,1,77577,0,1,199,14,37,1,1,1,5,2,0,35.768916,4,1,0.10744080833899225,0
3924,5044,0,2,2,1251.692188,0,1,1,19,0,1,12607,1,1,110,13,20,0,2,1,4,3,2,528.0,3,2,0.5689509945454545,1
3925,3145,0,0,0,232.5259483,0,1,2,37,0,0,0,1,1,63,6,75,0,1,1,5,2,0,302.4,2,2,0.049211840910052915,0
3926,4961,0,0,0,396.41512630000005,0,1,3,36,0,0,23474,1,0,102,5,21,0,1,0,2,3,1,489.6,3,2,0.1850677527077498,0
3927,4892,0,2,2,748.6088014999999,0,1,3,18,0,1,0,1,0,113,33,18,0,4,1,5,4,2,813.6,3,2,0.36804759169124873,0
3928,5057,0,0,0,670.7994147999999,0,1,3,48,0,1,0,1,0,65,1,30,0,2,1,4,4,0,360.48068900000004,2,2,0.34399969989743584,0
3929,3982,0,2,2,1290.2093220000002,0,3,1,6,1,1,98478,1,1,106,21,80,0,2,0,2,3,1,508.8,2,1,0.1521473257075472,0
3930,8797,0,3,3,592.6729379,1,2,2,17,0,1,23091,1,1,96,28,90,5,5,1,5,3,0,460.8,2,2,0.06859640484953704,0
3931,6642,0,3,3,514.8653203,0,1,2,4,1,1,51071,1,1,65,17,94,0,3,1,5,3,0,312.0,1,1,0.0842660098690671,0
3932,7767,0,0,0,682.7178202,0,1,3,52,0,0,0,0,0,103,2,75,2,6,1,5,3,0,2.4550330000000002,3,2,0.08837771135275081,0
3933,1415,0,3,3,467.00582819999994,0,3,3,52,1,0,69921,2,0,118,28,22,2,1,1,5,3,0,373.227044,1,2,0.17989438682588596,0
3934,2121,0,1,1,536.3076547000001,0,1,1,40,1,1,36357,0,1,68,28,96,0,6,1,5,3,1,17.269323,2,2,0.08215497161458334,0
3935,337,0,0,0,696.1945557,0,1,1,54,0,0,0,0,1,63,17,24,0,2,1,4,1,3,40.622304,2,3,0.46044613472222223,0
3936,5497,0,0,0,2851.103331,0,3,1,44,1,1,27607,1,1,104,15,56,0,2,0,0,4,0,640.584145,2,2,0.4895438411744505,0
3937,3657,0,0,0,862.4917662999999,0,1,4,29,1,0,43610,1,1,106,16,60,0,5,1,5,1,0,508.8,5,2,0.13561191294025154,0
3938,2616,0,0,0,338.2223536,0,2,3,39,0,0,0,1,1,91,13,77,0,1,1,5,2,2,436.8,2,2,0.04826920987583845,0
3939,2231,0,2,2,231.9818549,0,1,3,19,0,1,14660,1,1,61,14,97,0,1,1,4,1,2,396.608751,2,2,0.039205992039885076,0
3940,1718,0,3,3,880.7486831,0,2,1,44,0,0,26864,1,0,78,18,12,0,2,2,6,2,0,374.4,2,2,0.9409708152777778,1
3941,628,0,0,0,249.13170240000002,1,1,5,21,1,1,36631,0,0,62,30,77,0,1,1,4,3,0,67.530904,2,3,0.0521851073313783,0
3942,6828,0,2,2,785.3961409,0,2,3,44,1,0,42582,1,0,99,1,57,0,5,0,2,4,2,629.344642,2,1,0.13918060267588162,0
3943,46,0,3,3,981.6528302000002,1,1,2,20,1,1,37256,0,1,62,15,7,0,2,1,4,3,1,128.969729,2,2,2.2618728806451616,1
3944,996,0,3,3,2210.35072,1,1,2,23,0,1,0,1,1,102,35,48,0,2,0,2,3,1,489.6,3,2,0.45146052287581695,0
3945,3805,0,1,1,668.9022727999999,1,2,1,35,1,1,56980,1,1,84,33,70,0,7,0,1,1,0,599.000883,1,2,0.11375888993197276,0
3946,4796,0,0,0,1132.335555,0,2,4,40,1,1,98254,0,1,94,23,11,3,2,0,2,2,0,229.711908,2,2,1.0951020841392651,1
3947,5448,0,1,1,633.3030812000001,0,2,4,29,1,1,71737,2,0,79,7,79,0,4,1,4,2,0,338.79562000000004,1,2,0.10147461643967313,0
3948,4912,0,3,3,313.91693530000003,0,2,3,31,1,1,31177,1,1,79,14,28,0,1,1,5,4,2,905.699717,2,1,0.14191543187160943,0
3949,5023,0,2,2,261.7182661,0,1,1,36,1,0,98338,0,0,65,13,33,0,1,1,3,2,3,35.597288,2,2,0.12201317766899766,0
3950,1847,0,2,2,373.25685360000006,0,1,1,25,0,0,0,1,0,106,2,50,0,1,1,5,2,0,879.42749,5,2,0.07042582143396227,0
3951,7469,0,2,2,443.3694028,0,1,3,13,0,0,0,1,0,65,7,22,0,6,2,8,1,3,312.0,2,2,0.3100485334265734,0
3952,7400,0,1,1,347.8887023,0,2,2,28,1,1,29938,1,0,90,8,35,0,1,0,0,1,1,562.4265849999999,2,2,0.11044085787301587,0
3953,7321,0,2,2,500.9595291,0,1,3,12,0,0,0,1,0,69,20,95,0,4,1,4,3,3,496.8,2,2,0.0764240318993135,0
3954,5527,0,2,2,841.7004401,0,3,3,27,1,1,24285,1,0,111,6,10,0,7,1,5,4,0,1257.527908,1,1,0.7582886847747748,1
3955,8814,0,2,2,448.38390439999995,0,1,4,30,1,1,32983,2,1,113,25,59,0,1,1,3,1,2,466.81627000000003,3,2,0.06725422294885255,0
3956,9096,0,2,2,512.4984390999999,0,2,5,4,0,0,0,1,0,134,13,56,0,1,1,4,2,3,643.2,3,2,0.06829670030650319,0
3957,775,0,0,0,372.10571180000005,0,2,3,42,1,0,71333,2,1,93,9,92,0,1,1,5,1,2,343.755209,2,2,0.04349061615240767,0
3958,6590,0,3,3,998.8787617999999,0,2,4,50,1,0,33157,0,1,124,28,58,0,3,1,5,1,0,286.00396800000004,3,2,0.13888748078420465,0
3959,7827,0,0,0,334.2177957,0,2,2,19,0,0,0,1,1,91,8,60,0,1,1,4,3,0,436.8,2,2,0.061212050494505496,0
3960,5177,0,2,2,752.4735746,0,1,3,53,1,1,36580,1,1,64,20,76,1,2,1,5,1,0,460.8,2,1,0.1547026263569079,0
3961,6705,0,0,0,1346.6920710000002,1,1,1,46,0,0,11432,1,1,119,11,9,0,2,1,4,1,0,571.2,3,1,1.2574155658263306,1
3962,2155,0,2,2,294.92826160000004,0,1,1,29,1,0,78596,0,0,73,11,1,0,1,1,5,2,2,106.26765900000001,2,2,4.04011317260274,1
3963,6038,0,3,3,517.9890955,0,1,3,23,1,0,35143,2,1,65,31,37,0,9,0,2,3,0,171.18401599999999,2,2,0.21538008128898128,0
3964,3480,0,3,3,322.53959879999996,0,2,4,23,1,1,29606,1,1,81,33,32,0,1,1,5,2,0,438.276898,2,2,0.1244365736111111,0
3965,8935,0,3,3,884.9689719,0,1,4,52,1,1,53228,0,1,73,26,33,0,2,2,6,1,1,137.195447,2,2,0.3673594735990037,0
3966,2419,0,0,0,288.6451602,1,2,1,12,0,0,10312,1,1,78,10,63,0,1,1,5,1,0,486.27855700000003,2,3,0.05873934884004885,0
3967,5291,0,0,0,235.94235989999999,1,1,3,2,0,0,19864,1,0,63,22,96,0,1,1,4,3,3,352.394515,2,2,0.0390116335813492,0
3968,6050,0,4,4,466.92266399999994,1,3,1,36,1,0,76157,1,1,116,15,80,0,1,1,3,1,2,556.8,1,1,0.05031494224137931,0
3969,6578,0,2,2,636.6225775,1,2,1,28,1,1,44368,1,1,80,5,72,0,3,1,4,1,2,384.0,1,3,0.11052475303819445,0
3970,848,0,0,0,2558.1610140000003,0,1,2,4,1,1,27961,1,1,72,15,64,0,2,1,5,3,0,345.6,1,1,0.5551564700520834,1
3971,8948,0,2,2,814.6271602,0,1,2,50,1,0,92777,0,1,68,21,83,2,2,1,3,3,3,158.041549,1,2,0.14433507445074417,0
3972,8972,0,0,0,541.2458621000001,0,1,4,53,1,0,55992,2,1,67,16,21,0,3,1,5,3,2,191.409775,2,1,0.38468078329779676,0
3973,596,0,3,3,575.7442258,1,1,4,24,1,1,88997,0,0,72,9,71,0,3,1,5,1,1,174.041566,2,1,0.11262602226134585,0
3974,6113,0,3,3,475.5194923,0,1,1,19,0,0,21926,1,1,63,13,1,0,7,1,4,1,0,302.4,2,1,7.547928449206349,1
3975,7435,0,0,0,499.52115189999995,0,1,3,57,1,0,82413,1,0,62,12,79,0,3,1,5,3,0,297.6,2,2,0.10198471864026132,0
3976,2724,0,2,2,282.48499669999995,0,1,3,9,1,1,48008,0,1,73,33,55,4,1,1,5,1,1,137.081716,2,2,0.07035740889165627,0
3977,7607,0,2,2,590.791176,0,1,2,55,1,0,87796,1,0,74,23,10,0,4,1,3,3,0,355.2,2,2,0.798366454054054,1
3978,8855,0,0,0,498.8579794,0,1,3,33,1,1,38928,1,1,64,14,18,0,8,1,4,1,0,326.66005099999995,2,3,0.4330364404513889,0
3979,9017,0,3,3,740.5265785,0,1,3,26,1,1,58779,1,0,64,13,82,1,2,1,3,1,1,307.2,2,2,0.1411064364519817,0
3980,7876,0,1,1,1655.3234220000002,0,2,5,48,1,0,98912,1,1,135,18,92,0,2,1,5,3,0,714.831947,3,3,0.13327885845410628,0
3981,8678,0,0,0,1510.222866,0,2,2,14,0,0,0,0,1,137,10,92,0,2,1,4,1,1,32.978158,3,2,0.11982091923198986,0
3982,4885,0,3,3,911.8928908,0,1,1,38,1,0,33882,0,1,114,22,39,0,6,1,4,2,1,272.835064,3,2,0.20510411399010348,0
3983,365,0,0,0,275.9978287,1,1,3,22,1,1,92296,1,1,69,4,65,0,1,1,3,1,0,331.2,1,2,0.0615379774136009,0
3984,5536,0,0,0,1525.157924,0,2,3,6,1,0,63287,1,1,127,5,84,0,2,1,4,3,0,617.202619,3,1,0.14296568466441695,0
3985,7178,0,3,3,1451.7436810000002,0,3,1,4,1,0,74871,1,1,178,0,15,0,7,1,5,3,2,854.4,3,2,0.543724225093633,1
3986,2749,0,3,3,559.712496,1,2,1,19,1,0,37995,1,1,139,16,50,0,1,1,5,3,1,667.2,3,2,0.08053417208633093,0
3987,3220,0,2,2,1932.323675,0,2,1,29,0,0,0,1,0,139,24,3,1,2,1,4,3,1,1389.1401210000001,3,1,4.633869724220624,1
3988,5195,0,1,1,1595.001951,0,2,2,1,0,0,0,0,1,87,10,55,1,2,1,4,1,3,46.041452,1,2,0.3333337410658307,0
3989,553,0,4,4,317.6356488,0,2,1,1,1,1,64706,2,0,81,5,3,0,1,1,5,1,3,372.90968599999997,1,3,1.307142587654321,1
3990,5301,0,0,0,452.6126785,0,1,3,27,0,1,0,1,1,64,32,89,1,3,1,5,1,1,307.2,2,1,0.07946149552317416,0
3991,2293,0,3,3,257.37168590000005,0,1,2,28,1,1,29500,1,0,67,14,72,0,1,0,1,1,0,321.6,2,2,0.053352339531509134,0
